Vardas         Pavarde         ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10    Egz.
Vardas9942     Pavarde9942     4    10   7    10   9    6    5    8    4    7       4
Vardas9943     Pavarde9943     5    3    4    5    10   10   9    3    9    8       7
Vardas9944     Pavarde9944     8    8    4    5    8    8    2    4    9    6       8
Vardas9945     Pavarde9945     6    3    2    10   2    4    5    5    9    6       9
Vardas9946     Pavarde9946     9    4    9    4    3    2    8    2    7    4       7
Vardas9947     Pavarde9947     5    9    4    9    4    6    2    9    7    9       9
Vardas9948     Pavarde9948     4    2    10   5    6    4    10   7    7    2       9
Vardas9949     Pavarde9949     9    4    4    3    6    10   7    3    4    8       4
Vardas9950     Pavarde9950     6    2    5    5    7    6    3    10   5    2       3
Vardas9951     Pavarde9951     9    9    6    4    9    4    8    2    7    4       4
Vardas9952     Pavarde9952     7    2    9    3    10   5    7    5    7    10      9
Vardas9953     Pavarde9953     4    5    6    8    6    8    6    5    6    9       7
Vardas9954     Pavarde9954     4    2    6    2    10   7    4    7    3    8       8
Vardas9955     Pavarde9955     5    8    9    3    7    10   9    6    5    4       3
Vardas9956     Pavarde9956     7    2    5    8    7    5    5    8    6    9       9
Vardas9957     Pavarde9957     9    3    8    8    10   5    6    2    8    9       3
Vardas9958     Pavarde9958     9    5    10   3    9    6    10   5    7    6      10
Vardas9959     Pavarde9959     4    5    4    10   6    5    8    5    8    8       8
Vardas9960     Pavarde9960     6    4    7    3    4    6    3    5    7    8       9
Vardas9961     Pavarde9961     8    7    3    8    3    3    8    7    4    2       6
Vardas9962     Pavarde9962     8    10   10   3    7    7    3    3    8    9       7
Vardas9963     Pavarde9963     6    5    8    7    10   5    10   4    3    8       4
Vardas9964     Pavarde9964     7    10   7    9    2    2    8    3    10   10      8
Vardas9965     Pavarde9965     5    2    4    9    6    4    6    8    3    3       8
Vardas9966     Pavarde9966     7    6    4    6    3    9    10   7    5    9       9
Vardas9967     Pavarde9967     6    10   3    4    5    2    3    2    5    9       9
Vardas9968     Pavarde9968     6    8    10   8    9    6    6    2    2    3       3
Vardas9969     Pavarde9969     6    6    8    10   7    9    4    7    2    9       4
Vardas9970     Pavarde9970     9    3    2    5    9    7    10   4    7    2       8
Vardas9971     Pavarde9971     4    4    10   3    2    4    10   9    7    8       4
Vardas9972     Pavarde9972     3    10   8    9    9    3    9    2    7    3      10
Vardas9973     Pavarde9973     3    5    3    8    6    3    8    9    10   5       3
Vardas9974     Pavarde9974     9    9    7    9    5    8    3    9    6    3       4
Vardas9975     Pavarde9975     9    8    5    3    8    6    5    6    4    3      10
Vardas9976     Pavarde9976     4    9    3    4    5    9    3    5    7    6       3
Vardas9977     Pavarde9977     7    9    10   4    8    9    8    8    10   5       5
Vardas9978     Pavarde9978     3    10   6    2    5    6    10   8    5    4      10
Vardas9979     Pavarde9979     7    9    6    6    8    7    8    7    10   9       6
Vardas9980     Pavarde9980     2    5    9    4    8    3    9    6    7    4      10
Vardas9981     Pavarde9981     7    2    7    8    2    3    8    5    8    4       7
Vardas9982     Pavarde9982     9    3    7    6    3    2    6    10   9    2       6
Vardas9983     Pavarde9983     9    3    8    4    2    5    6    4    3    2       7
Vardas9984     Pavarde9984     8    10   3    7    7    5    7    9    5    5       7
Vardas9985     Pavarde9985     6    6    4    6    5    8    3    9    3    2      10
Vardas9986     Pavarde9986     3    10   5    9    2    4    7    8    9    5       9
Vardas9987     Pavarde9987     10   8    4    2    2    9    4    2    10   6      10
Vardas9988     Pavarde9988     8    8    3    4    8    4    8    2    5    10      5
Vardas9989     Pavarde9989     10   6    2    3    8    5    3    2    8    10      5
Vardas9990     Pavarde9990     9    4    7    2    5    2    8    5    9    5       8
Vardas9991     Pavarde9991     9    4    9    6    8    10   5    10   3    9       9
Vardas9992     Pavarde9992     5    2    6    3    2    2    7    3    7    2       6
Vardas9993     Pavarde9993     2    8    9    7    8    7    5    7    10   2      10
Vardas9994     Pavarde9994     9    8    9    7    4    2    3    6    6    6       2
Vardas9995     Pavarde9995     8    3    10   2    6    9    2    10   5    9      10
Vardas9996     Pavarde9996     3    10   10   10   2    2    7    3    5    8       5
Vardas9997     Pavarde9997     2    8    4    2    2    9    10   5    3    8       8
Vardas9998     Pavarde9998     7    6    9    3    3    4    4    2    3    5       6
Vardas9999     Pavarde9999     2    7    4    3    10   6    5    9    3    4       8
Vardas10000    Pavarde10000    4    7    4    7    7    10   6    3    7    2       2
Vardas10001    Pavarde10001    6    6    9    7    3    5    8    8    10   7       7
Vardas10002    Pavarde10002    4    3    3    7    7    2    2    8    2    7       7
Vardas10003    Pavarde10003    9    3    6    3    7    3    6    4    6    5       2
Vardas10004    Pavarde10004    4    2    6    9    4    8    10   5    3    5       4
Vardas10005    Pavarde10005    10   6    4    7    4    4    5    8    10   6       2
Vardas10006    Pavarde10006    7    10   5    9    6    3    4    9    4    9       7
Vardas10007    Pavarde10007    8    5    2    10   3    10   9    10   9    7       8
Vardas10008    Pavarde10008    5    5    9    4    4    4    2    9    9    5       4
Vardas10009    Pavarde10009    9    3    7    9    10   8    2    9    4    5       4
Vardas10010    Pavarde10010    2    3    8    4    6    2    10   9    2    6       7
Vardas10011    Pavarde10011    6    4    4    4    9    8    7    6    8    6      10
Vardas10012    Pavarde10012    8    6    7    4    4    5    7    3    8    4       4
Vardas10013    Pavarde10013    3    6    6    2    4    2    8    2    6    3       7
Vardas10014    Pavarde10014    6    5    3    7    8    3    3    2    2    9       3
Vardas10015    Pavarde10015    5    3    2    10   10   5    6    3    4    3       2
Vardas10016    Pavarde10016    7    4    5    3    8    6    4    4    9    5      10
Vardas10017    Pavarde10017    4    2    7    2    7    3    6    6    3    9      10
Vardas10018    Pavarde10018    5    5    3    9    4    4    7    4    9    2      10
Vardas10019    Pavarde10019    6    5    4    3    9    2    10   2    5    5       4
Vardas10020    Pavarde10020    5    3    4    8    4    8    5    7    3    2      10
Vardas10021    Pavarde10021    9    9    9    10   2    4    5    5    5    4       9
Vardas10022    Pavarde10022    4    9    5    10   9    5    6    6    6    7       5
Vardas10023    Pavarde10023    7    7    4    3    5    4    7    2    10   2       9
Vardas10024    Pavarde10024    6    8    10   5    2    4    9    9    9    5       6
Vardas10025    Pavarde10025    5    10   6    8    2    7    10   7    5    10      6
Vardas10026    Pavarde10026    6    8    5    5    6    4    3    9    8    10      2
Vardas10027    Pavarde10027    2    9    2    3    2    8    9    2    5    6       2
Vardas10028    Pavarde10028    9    4    10   6    8    2    2    6    4    8       9
Vardas10029    Pavarde10029    8    8    9    7    7    7    6    5    10   7       2
Vardas10030    Pavarde10030    4    7    10   3    5    6    7    10   10   2       4
Vardas10031    Pavarde10031    8    6    6    9    7    6    10   6    7    10      3
Vardas10032    Pavarde10032    6    5    5    10   4    3    10   2    9    5       5
Vardas10033    Pavarde10033    8    10   3    7    5    5    9    9    4    5       4
Vardas10034    Pavarde10034    2    7    5    3    3    2    9    2    3    7       4
Vardas10035    Pavarde10035    9    2    9    6    3    8    3    9    10   9       4
Vardas10036    Pavarde10036    7    10   6    10   4    7    3    10   6    5       4
Vardas10037    Pavarde10037    7    2    4    3    4    2    7    6    7    2      10
Vardas10038    Pavarde10038    2    7    8    3    3    9    6    8    9    10      2
Vardas10039    Pavarde10039    9    6    2    9    8    6    4    7    9    7       2
Vardas10040    Pavarde10040    3    5    6    2    9    6    6    9    9    9      10
Vardas10041    Pavarde10041    5    4    9    3    7    10   2    4    3    6       4
Vardas10042    Pavarde10042    6    3    8    3    7    3    2    5    5    7       4
Vardas10043    Pavarde10043    5    6    7    3    7    9    9    3    4    3       8
Vardas10044    Pavarde10044    7    8    2    6    8    9    8    6    10   10      7
Vardas10045    Pavarde10045    6    6    2    6    6    6    10   9    6    3       4
Vardas10046    Pavarde10046    6    10   5    9    3    3    6    5    7    10      5
Vardas10047    Pavarde10047    2    5    9    6    6    8    3    5    4    5       7
Vardas10048    Pavarde10048    10   7    6    7    8    4    9    6    6    10      8
Vardas10049    Pavarde10049    10   8    5    10   4    3    2    4    9    9       9
Vardas10050    Pavarde10050    6    10   7    7    9    8    2    6    6    3       2
Vardas10051    Pavarde10051    6    10   2    6    8    5    7    7    3    6       8
Vardas10052    Pavarde10052    8    5    9    3    7    2    5    9    3    6       9
Vardas10053    Pavarde10053    10   5    5    3    8    4    9    6    7    10      8
Vardas10054    Pavarde10054    6    2    5    5    6    10   5    5    4    9      10
Vardas10055    Pavarde10055    3    3    7    8    10   5    4    5    6    4       3
Vardas10056    Pavarde10056    2    9    10   7    2    3    8    8    3    9       9
Vardas10057    Pavarde10057    8    9    4    10   8    10   9    9    5    9       2
Vardas10058    Pavarde10058    6    6    2    2    9    6    5    6    9    2       2
Vardas10059    Pavarde10059    2    6    4    7    10   9    7    4    10   10      3
Vardas10060    Pavarde10060    9    9    8    9    7    5    2    9    9    5       7
Vardas10061    Pavarde10061    6    7    8    7    9    3    5    9    8    6       3
Vardas10062    Pavarde10062    5    9    10   4    4    7    5    5    7    3       6
Vardas10063    Pavarde10063    6    5    3    3    3    3    10   2    2    3       2
Vardas10064    Pavarde10064    5    9    8    6    3    7    2    9    2    5       2
Vardas10065    Pavarde10065    7    6    3    7    9    8    5    2    5    5       7
Vardas10066    Pavarde10066    6    7    7    10   6    7    5    9    7    5       8
Vardas10067    Pavarde10067    6    6    3    7    2    6    5    7    2    8       4
Vardas10068    Pavarde10068    6    4    2    2    4    8    9    7    5    2       2
Vardas10069    Pavarde10069    10   9    6    5    4    9    3    3    9    6       6
Vardas10070    Pavarde10070    8    9    3    2    9    7    4    9    9    2       9
Vardas10071    Pavarde10071    7    9    4    10   6    5    6    7    7    8       3
Vardas10072    Pavarde10072    2    8    5    5    2    5    2    3    6    6      10
Vardas10073    Pavarde10073    3    4    8    6    7    8    3    2    7    5       6
Vardas10074    Pavarde10074    2    5    4    2    9    10   5    7    2    4       3
Vardas10075    Pavarde10075    6    8    4    10   2    7    8    8    9    5       4
Vardas10076    Pavarde10076    7    7    4    9    10   6    10   5    9    10      6
Vardas10077    Pavarde10077    5    3    8    10   10   8    9    9    5    4       9
Vardas10078    Pavarde10078    6    3    9    4    7    5    10   9    2    10      2
Vardas10079    Pavarde10079    7    9    5    6    9    3    7    4    7    10      6
Vardas10080    Pavarde10080    6    8    8    3    4    6    3    3    7    8       3
Vardas10081    Pavarde10081    10   4    9    6    8    3    5    9    3    10     10
Vardas10082    Pavarde10082    7    4    4    2    8    9    9    4    3    5       2
Vardas10083    Pavarde10083    2    10   2    9    5    4    4    3    8    7       4
Vardas10084    Pavarde10084    5    7    8    3    4    10   6    2    10   10      9
Vardas10085    Pavarde10085    5    9    8    7    4    9    6    3    6    7       6
Vardas10086    Pavarde10086    5    2    9    7    7    6    8    8    2    2       8
Vardas10087    Pavarde10087    9    7    6    5    10   6    9    7    3    7      10
Vardas10088    Pavarde10088    9    4    2    9    7    2    5    7    4    9       4
Vardas10089    Pavarde10089    8    4    3    3    3    10   10   2    4    2       6
Vardas10090    Pavarde10090    8    9    10   8    3    4    5    3    5    10      9
Vardas10091    Pavarde10091    3    6    8    5    10   7    3    2    5    9       3
Vardas10092    Pavarde10092    2    9    8    9    5    2    5    7    10   9       2
Vardas10093    Pavarde10093    8    4    2    10   8    5    2    10   5    9       2
Vardas10094    Pavarde10094    8    3    10   10   2    5    5    3    3    10      5
Vardas10095    Pavarde10095    5    9    5    2    5    10   4    5    2    6       4
Vardas10096    Pavarde10096    6    6    8    2    8    8    7    6    10   3       5
Vardas10097    Pavarde10097    3    4    9    2    6    9    7    9    9    9       2
Vardas10098    Pavarde10098    5    2    2    7    2    4    9    3    6    7       4
Vardas10099    Pavarde10099    4    3    9    7    10   9    3    4    7    8       9
Vardas10100    Pavarde10100    8    9    5    9    8    6    8    3    9    7       3
Vardas10101    Pavarde10101    3    6    3    7    10   8    10   8    5    10      3
Vardas10102    Pavarde10102    7    10   7    3    4    3    6    6    8    2      10
Vardas10103    Pavarde10103    9    7    3    6    9    6    2    10   6    2      10
Vardas10104    Pavarde10104    7    4    7    4    5    4    4    5    10   2       4
Vardas10105    Pavarde10105    10   8    5    5    8    3    5    6    7    7       3
Vardas10106    Pavarde10106    4    5    4    5    5    2    7    10   6    8       8
Vardas10107    Pavarde10107    4    6    6    10   4    3    8    9    10   3       9
Vardas10108    Pavarde10108    2    9    5    7    8    4    10   8    7    9       6
Vardas10109    Pavarde10109    8    5    6    9    5    6    3    6    6    3       2
Vardas10110    Pavarde10110    7    6    7    9    5    10   6    3    9    9       6
Vardas10111    Pavarde10111    10   8    10   5    3    7    2    8    9    8       5
Vardas10112    Pavarde10112    9    10   10   2    2    5    5    3    2    6       2
Vardas10113    Pavarde10113    8    8    2    8    7    6    3    8    8    10      9
Vardas10114    Pavarde10114    8    6    4    7    8    6    6    8    6    2       4
Vardas10115    Pavarde10115    2    5    3    8    9    9    8    3    10   2      10
Vardas10116    Pavarde10116    4    8    6    2    5    3    4    4    9    5       8
Vardas10117    Pavarde10117    4    5    6    10   8    10   9    7    6    4       7
Vardas10118    Pavarde10118    5    9    4    8    4    7    3    9    2    6       5
Vardas10119    Pavarde10119    4    9    3    5    4    8    7    6    10   4       6
Vardas10120    Pavarde10120    6    2    4    8    9    4    9    4    5    7       5
Vardas10121    Pavarde10121    4    6    10   4    3    4    9    8    6    5       3
Vardas10122    Pavarde10122    5    8    3    10   6    2    10   2    8    5       3
Vardas10123    Pavarde10123    3    10   4    10   2    10   4    2    3    7       3
Vardas10124    Pavarde10124    2    9    6    8    3    7    2    4    4    7       2
Vardas10125    Pavarde10125    6    10   9    3    6    10   8    8    9    6       3
Vardas10126    Pavarde10126    10   5    2    4    5    7    2    6    4    9      10
Vardas10127    Pavarde10127    3    6    2    4    7    6    6    3    10   5       6
Vardas10128    Pavarde10128    10   2    5    4    2    10   3    9    9    8       2
Vardas10129    Pavarde10129    4    9    7    7    8    10   6    4    5    8      10
Vardas10130    Pavarde10130    3    8    3    9    2    3    2    3    10   9       9
Vardas10131    Pavarde10131    2    2    7    5    4    3    9    6    5    2       3
Vardas10132    Pavarde10132    9    4    5    9    4    5    2    5    3    8       2
Vardas10133    Pavarde10133    2    4    10   2    9    7    7    3    10   7      10
Vardas10134    Pavarde10134    10   10   2    8    2    3    9    10   7    6       7
Vardas10135    Pavarde10135    8    5    7    6    10   8    3    10   5    2       6
Vardas10136    Pavarde10136    7    6    8    10   3    10   7    2    4    4       7
Vardas10137    Pavarde10137    6    5    9    3    6    5    7    8    2    2       7
Vardas10138    Pavarde10138    10   6    3    3    2    9    6    3    5    9       6
Vardas10139    Pavarde10139    7    6    10   9    2    4    2    2    9    6       9
Vardas10140    Pavarde10140    8    6    10   5    4    8    3    4    4    9       9
Vardas10141    Pavarde10141    9    10   9    4    4    4    4    7    4    7       4
Vardas10142    Pavarde10142    4    8    10   8    5    9    4    9    10   6      10
Vardas10143    Pavarde10143    6    4    4    5    6    9    10   8    10   6       3
Vardas10144    Pavarde10144    6    4    10   8    8    5    9    2    10   9       5
Vardas10145    Pavarde10145    3    2    3    6    5    10   4    5    2    9       9
Vardas10146    Pavarde10146    4    4    4    4    8    7    2    2    9    2       9
Vardas10147    Pavarde10147    7    7    2    9    3    5    6    4    8    10      2
Vardas10148    Pavarde10148    2    10   2    8    2    5    10   9    10   6       9
Vardas10149    Pavarde10149    3    7    3    3    10   3    5    4    2    6       4
Vardas10150    Pavarde10150    10   9    10   10   6    3    8    5    3    2       6
Vardas10151    Pavarde10151    2    8    5    2    10   2    7    2    2    2       7
Vardas10152    Pavarde10152    4    5    5    9    10   7    10   2    10   9       5
Vardas10153    Pavarde10153    3    7    4    9    10   8    7    3    8    9       5
Vardas10154    Pavarde10154    6    7    5    2    2    10   7    6    8    5       2
Vardas10155    Pavarde10155    8    7    4    10   7    4    9    9    3    5       5
Vardas10156    Pavarde10156    7    8    2    2    7    8    5    4    5    10      7
Vardas10157    Pavarde10157    7    7    4    3    7    5    6    4    7    3       5
Vardas10158    Pavarde10158    5    7    8    10   10   5    5    3    6    9       5
Vardas10159    Pavarde10159    8    8    3    10   7    6    4    6    2    10      4
Vardas10160    Pavarde10160    10   7    10   5    8    4    9    2    10   6       3
Vardas10161    Pavarde10161    4    4    7    7    10   6    6    3    9    10      4
Vardas10162    Pavarde10162    9    5    10   8    4    5    5    8    4    2       8
Vardas10163    Pavarde10163    9    2    4    4    10   10   9    4    5    2       6
Vardas10164    Pavarde10164    8    10   3    10   7    9    6    5    5    2       2
Vardas10165    Pavarde10165    9    3    4    2    7    6    8    2    5    2       3
Vardas10166    Pavarde10166    9    6    3    3    2    4    2    7    9    10      8
Vardas10167    Pavarde10167    10   10   4    6    8    2    3    6    5    6       5
Vardas10168    Pavarde10168    7    6    3    2    7    2    6    9    6    10      9
Vardas10169    Pavarde10169    7    5    5    6    7    5    5    6    7    8       8
Vardas10170    Pavarde10170    10   5    9    9    5    10   7    9    4    3       2
Vardas10171    Pavarde10171    7    7    9    6    4    5    6    9    9    9       4
Vardas10172    Pavarde10172    9    9    7    3    3    4    7    9    10   10      3
Vardas10173    Pavarde10173    3    9    2    7    6    3    10   8    4    4       9
Vardas10174    Pavarde10174    3    5    7    8    10   9    2    5    7    10      7
Vardas10175    Pavarde10175    4    7    3    6    2    8    7    6    2    10      5
Vardas10176    Pavarde10176    4    8    10   6    5    4    3    4    3    9       7
Vardas10177    Pavarde10177    8    7    3    7    10   8    9    10   10   7       2
Vardas10178    Pavarde10178    9    8    6    8    10   4    4    5    4    2       4
Vardas10179    Pavarde10179    8    6    5    2    9    3    3    4    10   2       8
Vardas10180    Pavarde10180    6    3    8    8    8    2    8    7    7    8       4
Vardas10181    Pavarde10181    9    4    4    7    7    9    4    10   2    7       4
Vardas10182    Pavarde10182    7    8    7    3    2    8    6    3    10   6       4
Vardas10183    Pavarde10183    5    4    6    4    10   4    10   2    2    3       2
Vardas10184    Pavarde10184    6    3    4    8    9    2    7    4    5    2      10
Vardas10185    Pavarde10185    8    5    3    6    4    9    5    10   3    5       3
Vardas10186    Pavarde10186    3    5    7    4    7    10   4    6    4    9       5
Vardas10187    Pavarde10187    4    6    5    4    7    2    10   2    5    2      10
Vardas10188    Pavarde10188    10   4    2    9    3    4    5    4    4    7       5
Vardas10189    Pavarde10189    4    2    7    3    3    6    3    8    3    3       5
Vardas10190    Pavarde10190    5    6    5    4    2    5    3    7    9    7       4
Vardas10191    Pavarde10191    4    8    4    5    2    5    2    5    5    6      10
Vardas10192    Pavarde10192    3    4    6    2    9    9    4    4    10   3       2
Vardas10193    Pavarde10193    2    4    6    2    8    10   6    2    3    5       3
Vardas10194    Pavarde10194    8    5    2    10   7    2    7    10   4    9       4
Vardas10195    Pavarde10195    9    10   4    4    10   2    10   3    4    9       3
Vardas10196    Pavarde10196    9    3    5    3    3    7    9    9    9    8       9
Vardas10197    Pavarde10197    4    7    6    9    3    9    10   8    5    4       2
Vardas10198    Pavarde10198    9    4    4    10   2    8    7    9    10   2       2
Vardas10199    Pavarde10199    9    10   7    5    2    8    5    10   8    6       7
Vardas10200    Pavarde10200    5    4    3    5    6    5    8    9    10   8       2
Vardas10201    Pavarde10201    4    7    4    4    2    8    7    10   4    6       9
Vardas10202    Pavarde10202    8    9    6    6    6    8    8    9    2    10      2
Vardas10203    Pavarde10203    9    9    8    8    4    4    7    6    5    9       6
Vardas10204    Pavarde10204    4    6    3    2    9    7    2    9    8    7       4
Vardas10205    Pavarde10205    6    9    6    4    3    5    5    7    5    6       3
Vardas10206    Pavarde10206    5    9    4    2    3    4    4    7    7    10      4
Vardas10207    Pavarde10207    6    3    10   3    5    4    2    6    8    5       4
Vardas10208    Pavarde10208    2    9    5    3    4    9    5    9    8    8       6
Vardas10209    Pavarde10209    6    8    9    3    10   8    4    5    9    7       3
Vardas10210    Pavarde10210    2    6    7    5    3    3    10   3    7    5       2
Vardas10211    Pavarde10211    4    3    5    5    6    4    9    2    9    8       9
Vardas10212    Pavarde10212    8    10   5    4    8    2    7    4    2    7       9
Vardas10213    Pavarde10213    2    9    7    5    3    4    6    2    2    8       4
Vardas10214    Pavarde10214    2    4    7    3    5    8    6    9    5    10      4
Vardas10215    Pavarde10215    7    2    5    7    9    5    10   6    8    4      10
Vardas10216    Pavarde10216    7    2    8    8    7    10   9    2    5    4      10
Vardas10217    Pavarde10217    2    6    10   6    3    8    5    3    5    10      2
Vardas10218    Pavarde10218    10   3    2    2    5    9    4    7    6    6       3
Vardas10219    Pavarde10219    10   4    6    7    3    5    10   3    5    9       7
Vardas10220    Pavarde10220    4    2    8    7    6    5    10   5    3    6       9
Vardas10221    Pavarde10221    5    4    8    7    10   9    9    4    3    2       3
Vardas10222    Pavarde10222    9    4    10   5    7    6    9    7    6    2      10
Vardas10223    Pavarde10223    8    6    6    3    5    10   6    2    9    9       4
Vardas10224    Pavarde10224    2    6    5    2    4    6    9    7    3    2       8
Vardas10225    Pavarde10225    6    4    9    3    5    4    6    8    8    3       5
Vardas10226    Pavarde10226    6    5    10   10   6    6    5    5    2    3       4
Vardas10227    Pavarde10227    3    4    3    6    5    4    6    2    6    7       6
Vardas10228    Pavarde10228    5    9    3    8    3    2    9    2    8    7      10
Vardas10229    Pavarde10229    6    6    2    4    5    6    8    2    9    10      6
Vardas10230    Pavarde10230    8    4    9    4    2    6    2    6    5    7       9
Vardas10231    Pavarde10231    6    2    8    5    8    7    5    6    3    3       8
Vardas10232    Pavarde10232    3    2    3    7    9    10   2    4    8    6       7
Vardas10233    Pavarde10233    10   7    10   9    5    4    10   10   7    6       6
Vardas10234    Pavarde10234    6    4    10   9    4    4    2    9    10   5       6
Vardas10235    Pavarde10235    3    5    6    9    7    6    5    3    3    4       8
Vardas10236    Pavarde10236    10   10   3    9    4    9    6    8    7    6       9
Vardas10237    Pavarde10237    7    7    7    6    4    6    5    8    7    2       4
Vardas10238    Pavarde10238    2    6    5    10   2    8    4    5    8    7       4
Vardas10239    Pavarde10239    7    2    10   5    5    8    6    10   3    4       2
Vardas10240    Pavarde10240    2    7    7    4    10   10   10   9    9    5       7
Vardas10241    Pavarde10241    9    3    7    8    9    9    4    3    3    2       3
Vardas10242    Pavarde10242    8    4    2    10   7    7    5    9    4    6       8
Vardas10243    Pavarde10243    7    4    4    4    8    2    2    5    6    7       9
Vardas10244    Pavarde10244    9    7    10   10   9    10   4    4    3    6       4
Vardas10245    Pavarde10245    6    4    3    4    6    7    8    3    8    6      10
Vardas10246    Pavarde10246    4    6    2    2    7    3    10   5    8    5       4
Vardas10247    Pavarde10247    9    10   9    8    6    10   10   6    10   4       8
Vardas10248    Pavarde10248    8    9    7    7    7    4    10   4    10   4       4
Vardas10249    Pavarde10249    9    6    2    2    5    3    10   5    9    7       7
Vardas10250    Pavarde10250    3    4    10   4    6    3    2    9    9    2      10
Vardas10251    Pavarde10251    5    7    5    5    5    7    5    7    7    2      10
Vardas10252    Pavarde10252    3    2    7    3    2    6    8    2    7    4       9
Vardas10253    Pavarde10253    10   10   10   10   5    4    2    4    5    5       8
Vardas10254    Pavarde10254    6    4    6    3    9    7    4    10   2    5       3
Vardas10255    Pavarde10255    3    10   8    7    7    5    8    5    8    9       5
Vardas10256    Pavarde10256    10   6    8    8    3    10   4    8    7    10     10
Vardas10257    Pavarde10257    9    2    8    7    2    7    9    7    3    6       5
Vardas10258    Pavarde10258    7    4    2    7    3    4    7    4    3    5       4
Vardas10259    Pavarde10259    10   2    2    3    2    9    2    4    10   2       6
Vardas10260    Pavarde10260    6    6    2    5    4    6    7    2    8    7       6
Vardas10261    Pavarde10261    8    9    7    9    7    4    7    4    8    2       8
Vardas10262    Pavarde10262    2    2    4    10   9    6    3    10   7    3       8
Vardas10263    Pavarde10263    2    6    4    5    4    5    7    8    5    5       2
Vardas10264    Pavarde10264    7    3    2    7    9    9    7    7    10   9       6
Vardas10265    Pavarde10265    5    6    3    7    8    3    8    3    9    5       9
Vardas10266    Pavarde10266    5    8    8    4    5    2    7    3    7    10      8
Vardas10267    Pavarde10267    3    7    8    5    7    6    6    6    5    8       6
Vardas10268    Pavarde10268    2    4    8    6    2    9    8    8    7    8       3
Vardas10269    Pavarde10269    7    8    6    9    7    5    7    6    7    10     10
Vardas10270    Pavarde10270    7    2    5    9    6    5    8    4    7    6       2
Vardas10271    Pavarde10271    3    2    9    5    10   5    6    9    3    5       4
Vardas10272    Pavarde10272    10   8    9    10   7    10   6    5    6    6       5
Vardas10273    Pavarde10273    4    5    10   2    5    4    2    5    2    7      10
Vardas10274    Pavarde10274    8    10   4    4    2    4    8    3    5    10      5
Vardas10275    Pavarde10275    2    8    6    9    4    4    4    6    9    4       5
Vardas10276    Pavarde10276    3    8    5    5    5    8    9    3    8    4       6
Vardas10277    Pavarde10277    6    8    10   4    6    8    4    5    4    6       4
Vardas10278    Pavarde10278    4    4    5    2    3    9    5    7    7    10      7
Vardas10279    Pavarde10279    10   6    8    9    4    8    2    4    2    7       8
Vardas10280    Pavarde10280    6    3    8    5    9    2    2    3    2    10      9
Vardas10281    Pavarde10281    6    10   9    6    3    6    7    3    3    8       4
Vardas10282    Pavarde10282    4    7    4    9    7    8    8    4    6    3       7
Vardas10283    Pavarde10283    7    10   9    2    2    8    2    3    7    4       8
Vardas10284    Pavarde10284    6    8    5    10   2    9    2    5    6    2       9
Vardas10285    Pavarde10285    10   8    9    2    2    7    9    2    6    3       6
Vardas10286    Pavarde10286    2    3    5    5    7    10   5    2    5    6       4
Vardas10287    Pavarde10287    6    10   4    8    9    3    8    5    10   7       7
Vardas10288    Pavarde10288    3    5    5    2    3    6    2    7    9    6      10
Vardas10289    Pavarde10289    7    9    5    8    9    4    2    2    10   5      10
Vardas10290    Pavarde10290    8    6    4    10   6    5    5    3    4    5       3
Vardas10291    Pavarde10291    6    8    8    4    2    5    6    8    5    10      6
Vardas10292    Pavarde10292    8    6    8    8    2    2    3    7    3    4      10
Vardas10293    Pavarde10293    3    7    4    9    8    8    7    5    9    9       3
Vardas10294    Pavarde10294    6    3    6    5    2    9    2    9    3    2       4
Vardas10295    Pavarde10295    3    8    8    6    2    3    7    6    8    4       7
Vardas10296    Pavarde10296    6    2    10   4    10   10   2    10   9    3       4
Vardas10297    Pavarde10297    8    8    6    8    2    4    3    2    6    4       7
Vardas10298    Pavarde10298    8    2    6    5    9    3    3    3    10   2       5
Vardas10299    Pavarde10299    3    6    6    7    3    5    9    8    4    9       9
Vardas10300    Pavarde10300    8    3    2    4    3    5    7    8    8    4       5
Vardas10301    Pavarde10301    2    9    5    2    9    4    6    10   7    3       5
Vardas10302    Pavarde10302    8    2    9    2    8    9    6    8    7    5       4
Vardas10303    Pavarde10303    4    6    3    8    5    8    5    4    6    3       8
Vardas10304    Pavarde10304    2    6    2    7    4    2    7    5    9    2       3
Vardas10305    Pavarde10305    8    7    8    8    3    5    4    5    3    9       5
Vardas10306    Pavarde10306    3    6    3    6    10   3    10   9    7    5       9
Vardas10307    Pavarde10307    10   2    10   10   6    3    5    6    8    5       8
Vardas10308    Pavarde10308    9    10   9    6    2    2    4    10   3    6       9
Vardas10309    Pavarde10309    9    7    7    8    6    3    4    5    8    8       5
Vardas10310    Pavarde10310    3    8    4    2    3    7    4    6    5    2       8
Vardas10311    Pavarde10311    2    3    5    7    6    7    2    3    8    4       2
Vardas10312    Pavarde10312    9    5    2    4    6    2    9    5    7    10      4
Vardas10313    Pavarde10313    10   6    6    8    7    9    2    3    10   10      6
Vardas10314    Pavarde10314    9    2    5    10   8    3    3    9    5    2       6
Vardas10315    Pavarde10315    10   5    2    7    10   3    5    8    4    8       3
Vardas10316    Pavarde10316    9    9    5    5    2    9    8    9    9    4       3
Vardas10317    Pavarde10317    10   6    3    6    8    7    6    6    2    6      10
